             735 a EXC HYDRG12.03           x15
             736 a EXC HYDRG12.03           x16
             737 a EXC HYDRG12.03           x17
             738 a EXC HYDRG12.03           x18
             739 d EXC HYDRG12.03           x19
             740 d EXC HYDRG12.03           x20
             741 d EXC HYDRG12.03           x21
             742 a TOR HYDRG12.03           x01
             743 d TOR HYDRG12.03           x02
             744 d TOR HYDRG12.03           x03
             745 d TOR HYDRG12.03           x04
             746 a TOR HYDRG12.03           tm
             747 d TOR HYDRG12.03           x06
             748 a SYN NUCLG12.04           iy
             749 a SYN NUCLG12.04           ix
             750 a SYN NUCLG12.04           psiad
             751 a SYN NUCLG12.04           psiaq
             752 d SYN NUCLG12.04           psif
             753 d SYN NUCLG12.04           psid1
             754 d SYN NUCLG12.04           psiq1
             755 d SYN NUCLG12.04           psiq2
             756 d SYN NUCLG12.04           delta
             757 d SYN NUCLG12.04           omega
             758 a EXC NUCLG12.04           vf
             759 a EXC NUCLG12.04           x02
             760 d EXC NUCLG12.04           x03
             761 a EXC NUCLG12.04           x04
             762 a EXC NUCLG12.04           x05
             763 a EXC NUCLG12.04           x06
             764 a EXC NUCLG12.04           x07
             765 a EXC NUCLG12.04           x08
             766 d EXC NUCLG12.04           x09
             767 a EXC NUCLG12.04           x10
             768 a EXC NUCLG12.04           x11
             769 a EXC NUCLG12.04           x12
             770 a EXC NUCLG12.04           x13
             771 a EXC NUCLG12.04           x14
             772 a EXC NUCLG12.04           x15
             773 a EXC NUCLG12.04           x16
             774 a EXC NUCLG12.04           x17
             775 a EXC NUCLG12.04           x18
             776 d EXC NUCLG12.04           x19
             777 d EXC NUCLG12.04           x20
             778 d EXC NUCLG12.04           x21
             779 a TOR NUCLG12.04           tm
             780 a SYN COALG15.02           iy
             781 a SYN COALG15.02           ix
             782 a SYN COALG15.02           psiad
             783 a SYN COALG15.02           psiaq
             784 d SYN COALG15.02           psif
             785 d SYN COALG15.02           psid1
             786 d SYN COALG15.02           psiq1
             787 d SYN COALG15.02           psiq2
